CODIGO,MET,CATEGORIA,ACTIVIDAD ESPECIFICA
17085,2.5,Caminata,"Observación de pájaros, paso lento"
17088,4.5,Caminata,"Marcha militar, velocidad moderada, sin carga"
17090,8.0,Caminata,"Marcha militar rápida, sin carga"
17100,4.0,Caminata,"Empujar o Jalar un carro con niño dentro o caminar con niños, 4 a 5 km/h"
17105,3.8,Caminata,"Empujar una silla de ruedas, no laboralmente"
17110,6.5,Caminata,"Marcha atlética"
17130,8.0,Caminata,"Ascenso de escaleras, usando una escalera de mano (Código Taylor 030)"
17133,4.0,Caminata,"Ascenso de escaleras, paso lento"
17134,8.8,Caminata,"Ascenso de escaleras, paso rápido"
17140,5.0,Caminata,"Uso de muletas"
17150,2.0,Caminata,"Caminata, retorno al hogar"
17151,2.0,Caminata,"Caminata, a menos de 3 km/h, en llano, paseo, muy lento"
17152,2.8,Caminata,"Caminata, a 3 km/h, en llano, paso lento, superficie firme"
17160,3.5,Caminata,"Caminata por placer (Código Taylor 010)"
17161,2.5,Caminata,"Caminata desde el hogar hacia el auto u ómnibus, desde auto u ómnibus a diferentes sitios, o hacia y desde el trabajo"
17162,2.5,Caminata,"Caminata hacia el hogar de un vecino por razones sociales"
17165,3.0,Caminata,"Caminata con el perro"
17170,3.0,Caminata,"Caminata, 4 km/h, en llano, superficie firme"
17180,3.3,Caminata,"Caminata, 4 Km/h, en descenso"
17190,3.5,Caminata,"Caminata, 4,5–5 km/h, en llano, paso moderado, superficie firme"
17200,4.3,Caminata,"Caminata, 5,5 km/h, en llano, paso rápido, superficie firme, caminata como ejercicio"
17210,5.3,Caminata,"Caminata, 4,5 a 5,5 km/h, en escenso, pendiente 1-5%"
17211,8.0,Caminata,"Caminata, 4,5 a 5,5 km/h, en escenso, pendiente 6-15%"
17220,5.0,Caminata,"Caminata, 6,5 km/h, en llano, superficie firme, paso muy rápido"
17230,7.0,Caminata,"Caminata, 7 km/h, en llano, superficie firme, paso muy rápido"
17231,8.3,Caminata,"Caminata, 8,5 km/h, en llano, superficie firme"
17235,9.8,Caminata,"Caminata, 8,5 km/h, en ascenso, pendiente 3%"
17250,3.5,Caminata,"Caminata, por placer, en receso de trabajo"
17260,4.8,Caminata,"Caminata, en pista de césped"
17262,4.5,Caminata,"Caminata, paso normal, en campo arado o arena"
17270,4.0,Caminata,"Caminata, al trabajo o clase (Código Taylor 015)"
17280,2.5,Caminata,"Caminata, hacia y desde una dependencia externa de la casa"
17302,4.8,Caminata,"Caminata, como ejercicio, 5,5 a 6,5 km/h, con bastones de ski, caminata Nórdica, en llano, paso moderado"
17305,9.5,Caminata,"Caminata, como ejercicio, 8 km/h, con bastones de ski, caminata Nórdica, en llano, paso rápido"
17310,6.8,Caminata,"Caminata, como ejercicio, con bastones de ski, caminata Nórdica, en ascenso"
17320,6.0,Caminata,"Caminata, hacia atrás, 5,5 km/h, en llano"
17325,8.0,Caminata,"Caminata, hacia atrás, 5,5 Km/h, en ascenso, pendiente 5%"
18010,2.5,Actividades Acuáticas,"Navegación, a motor, conduciendo"
18012,1.3,Actividades Acuáticas,"Navegación, a motor, pasajero, ligero"
18020,4.0,Actividades Acuáticas,"Canotaje, en camping (Código Taylor 270)"
18025,3.3,Actividades Acuáticas,"Canotaje, en recolección de arroz, quite de arroz del tallo"
18030,7.0,Actividades Acuáticas,"Canotaje, transporte de canoa por tierra"
18040,2.8,Actividades Acuáticas,"Canotaje, remando, 3-6 km/h, esfuerzo ligero"
18050,5.8,Actividades Acuáticas,"Canotaje, remando, 6-9,5 km/h, esfuerzo moderado"
18060,12.5,Actividades Acuáticas,"Canotaje, remando, haciendo kayac, en competencia, >9,66 km/h, esfuerzo intenso"
18070,3.5,Actividades Acuáticas,"Canotaje, remando, por placer, general (Código Taylor 250)"
18080,12.0,Actividades Acuáticas,"Canotaje, remando, en competencia, en equipo o con bote a remos (Código Taylor 260)"
18090,3.0,Actividades Acuáticas,"Clavado, desde trampolín o plataforma"
18100,5.0,Actividades Acuáticas,"Uso de kayac, esfuerzo moderado"
18110,4.0,Actividades Acuáticas,"Bote a pedales"
18120,3.0,Actividades Acuáticas,"Navegación, en bote y embarcación, windsurf, navegación en hielo, general (Código Taylor 235)"
18130,4.5,Actividades Acuáticas,"Navegación, en competencia"
18140,3.3,Actividades Acuáticas,"Navegación, en Sunfish/Laser/Hobby Cat, barco con quilla, navegación en océano, navegación a vela, por placer"
18150,6.0,Actividades Acuáticas,"Esquí acuático o en tabla (Código Taylor 220)"
18160,7.0,Actividades Acuáticas,"Esquí en moto de agua, manejo de moto"
18180,15.8,Actividades Acuáticas,"Actividades subacuáticas, rápidas"
18190,11.8,Actividades Acuáticas,"Actividades subacuáticas, moderadas"
18200,7.0,Actividades Acuáticas,"Actividades subacuáticas, buceo, general (Código Taylor 310)"
18210,5.0,Actividades Acuáticas,"Actividades con uso de snorkel (Código Taylor 310)"
18220,3.0,Actividades Acuáticas,"Surf, con o sin tabla, general"
18222,5.0,Actividades Acuáticas,"Surf, con o sin tabla, competitivo"
18225,6.0,Actividades Acuáticas,"Remo de pie con tabla"
18230,9.8,Actividades Acuáticas,"Vueltas de natación. estilo libre, rápido, esfuerzo intenso"
18240,5.8,Actividades Acuáticas,"Vueltas de natación. estilo libre, crawl, lento, esfuerzo ligero o moderado"
18250,9.5,Actividades Acuáticas,"Natación, estilo espalda, general, entrenamiento o competición"
18255,4.8,Actividades Acuáticas,"Natación, estilo espalda, recreativo"
18260,10.3,Actividades Acuáticas,"Natación, estilo pecho, general, entrenamiento o competición"
18265,5.3,Actividades Acuáticas,"Natación, estilo pecho, recreativo"
18270,13.8,Actividades Acuáticas,"Natación, estilo mariposa, general"
18280,10.0,Actividades Acuáticas,"Natación, crawl, alta velocidad, ~69 m/min, esfuerzo intenso"
18290,8.3,Actividades Acuáticas,"Natación, crawl, velocidad media, ~46m/min, esfuerzo intenso"
18300,6.0,Actividades Acuáticas,"Natación, lago, océano, río (Código Taylor 280,295)"
18310,6.0,Actividades Acuáticas,"Natación, recreativo, sin realizar vueltas, general"
18320,7.0,Actividades Acuáticas,"Natación, nado lateral, general"
18330,8.0,Actividades Acuáticas,"Natación, nado sincronizado"
18340,9.8,Actividades Acuáticas,"Natación, flotación vertical con impulso de piés, rápido, esfuerzo intenso"
18350,3.5,Actividades Acuáticas,"Natación, flotación vertical con impulso de piés, esfuerzo moderado, general"
18352,2.3,Actividades Acuáticas,"Flotación sobre neumático en río, general"
18355,5.5,Actividades Acuáticas,"Gimnasia acuática, calistenia en el agua"
18360,10.0,Actividades Acuáticas,"Water polo"
18365,3.0,Actividades Acuáticas,"Water volley"
18366,9.8,Actividades Acuáticas,"Trote en el agua"
18367,2.5,Actividades Acuáticas,"Caminata en el agua, esfuerzo ligero, paso lento"
18368,4.5,Actividades Acuáticas,"Caminata en el agua, esfuerzo moderado, paso moderado"
18369,6.8,Actividades Acuáticas,"Caminata en el agua, esfuerzo intenso, paso rápido"
18370,5.0,Actividades Acuáticas,"Rafting, kayaking o canotaje"
18380,5.0,Actividades Acuáticas,"Windsurf, sin impulso para aumentar la velocidad"
18385,11.0,Actividades Acuáticas,"Windsurf o Kitesurf, realizando pruebas"
18390,13.5,Actividades Acuáticas,"Windsurf, en competencia, con impulso para aumentar la velocidad"
19005,7.5,Actividades Invernales,"Conducción de trineo tirado por perros"
19006,2.5,Actividades Invernales,"Pasajero de trineo tirado por perros"
19010,6.0,Actividades Invernales,"Mudanza de casa de hielo, montaje/perforación"
19011,2.0,Actividades Invernales,"Pesca en hielo, sentado"
19018,14.0,Actividades Invernales,"Patinaje sobre hielo"
19020,5.5,Actividades Invernales,"Patinaje sobre hielo,14,5 km/h o menos"
19030,7.0,Actividades Invernales,"Patinaje sobre hielo, general (Código Taylor 360)"
19040,9.0,Actividades Invernales,"Patinaje sobre hielo, velóz, mayor a 14,5 km/h, no competitivo"
19050,13.3,Actividades Invernales,"Patinaje, en velocidad, competitivo"
19060,7.0,Actividades Invernales,"Salto con esquís, ascenso transportando esquís"
19075,7.0,Actividades Invernales,"Esquí, general"
19080,6.8,Actividades Invernales,"Esquí de fondo, 4 km/h, esfuerzo ligero, caminata con esquís"
19090,9.0,Actividades Invernales,"Esquí de fondo, 6,5-8 km/h, velocidad y esfuerzo moderado, general"
19100,12.5,Actividades Invernales,"Esquí de fondo, 8-12,5 km/h, alta velocidad, esfuerzo intenso"
19110,15.0,Actividades Invernales,"Esquí de fondo, >13 km/h, categoría elite, carrera"
19130,15.5,Actividades Invernales,"Esquí de fondo, nieve compacta, cuesta arriba, máximo, alpinismo"
19135,13.3,Actividades Invernales,"Esquí de fondo, patinaje"
19140,13.5,Actividades Invernales,"Esquí de fondo, biatlón, técnica de patinaje"
19150,4.3,Actividades Invernales,"Esquí, cuesta abajo, esquí apino o snowboard, esfuerzo ligero, solo los períodos activos"
19160,5.3,Actividades Invernales,"Esquí, cuesta abajo, esquí apino o snowboard, esfuerzo moderado, general, solo los períodos activos"
19170,8.0,Actividades Invernales,"Esquí, cuesta abajo, esfuerzo intenso, carrera"
19175,12.5,Actividades Invernales,"Esquí, roller, corredores de elite"
19180,7.0,Actividades Invernales,"Deslizamiento en nieve sentado en plataforma, bobsleigh, luge (Código Taylor 370)"
19190,5.3,Actividades Invernales,"Snow shoeing, esfuerzo moderado"
19192,10.0,Actividades Invernales,"Snow shoeing, esfuerzo intenso"
19200,3.5,Actividades Invernales,"Conducción de moto de nieve, moderado"
19202,2.0,Actividades Invernales,"Pasajero de moto de nieve"
19252,5.3,Actividades Invernales,"Uso de pala manual en nieve, esfuerzo moderado"
19254,7.5,Actividades Invernales,"Uso de pala manual en nieve, esfuerzo intenso"
19260,2.5,Actividades Invernales,"Remoción de nieve con máquina, caminando y empujando"
20000,1.3,Actividades Religiosas,"Sentado en la iglesia, en misa, participando de una ceremonia, sentado silenciosamente"
20001,2.0,Actividades Religiosas,"Sentado, tocando un instrumento en la iglesia"
20005,1.8,Actividades Religiosas,"Sentado en la iglesia, conversando o cantando, participando de una ceremonia, sentado, en participación activa"
20010,1.3,Actividades Religiosas,"Sentado, leyendo material religioso en el hogar"
20015,1.3,Actividades Religiosas,"De pie silenciosamente en la iglesia, participando de una ceremonia"
20020,2.0,Actividades Religiosas,"De pie, cantando en la iglesia, participando de una ceremonia"
20025,1.3,Actividades Religiosas,"De rodillas en la iglesia o el hogar, rezando"
20030,1.8,Actividades Religiosas,"De pie, conversando en la iglesia"
20035,2.0,Actividades Religiosas,"Caminando en la iglesia"
20036,2.0,Actividades Religiosas,"Caminando, a menos de 3 km/h, muy lento"
20037,3.5,Actividades Religiosas,"Caminando, 5 km/h, velocidad moderada, sin transporte de carga"
20038,4.3,Actividades Religiosas,"Caminando, 5,5 km/h, velozmente, sin transporte de carga"
20039,2.0,Actividades Religiosas,"Combinación de caminata y detención en funciones religiosas, voluntario"
20040,5.0,Actividades Religiosas,"Alabanzas con movimientos, danzas espirituales en la iglesia"
20045,2.5,Actividades Religiosas,"Servir comida en la iglesia"
20046,2.0,Actividades Religiosas,"Preparación de alimentos en la iglesia"
20047,3.3,Actividades Religiosas,"Lavado de platos, limpieza de cocina en la iglesia"
20050,1.5,Actividades Religiosas,"Comer en la iglesia"
20055,2.0,Actividades Religiosas,"Comer/conversar en la iglesia o comer de pie, celebración del día del Indio Americano"
20060,3.3,Actividades Religiosas,"Limpieza de la iglesia"
20061,4.0,Actividades Religiosas,"Jardinería general en la iglesia"
20065,3.5,Actividades Religiosas,"De pie, esfuerzo moderado (ej: cargando objetos pesados, recopilando cosas a gran velocidad)"
20095,4.5,Actividades Religiosas,"De pie, esfuerzo moderado a intenso, labores manuales, cargando ≥22,5 kg, trabajo pesado"
20100,1.3,Actividades Religiosas,"Tipeo, eléctrico, manual o en computadora"
21000,1.5,Actividades Voluntarias,"Sentado, en reunión, general, y/o conversando"
21005,1.5,Actividades Voluntarias,"Sentado, trabajo de oficina ligero, en general"
21010,2.5,Actividades Voluntarias,"Sentado, trabajo moderado"
21015,2.3,Actividades Voluntarias,"De pie, trabajo ligero (archivando, conversando, recopilando)"
21016,2.0,Actividades Voluntarias,"Sentado, cuidando niños, solo los períodos activos"
21017,3.0,Actividades Voluntarias,"De pie, cuidando niños, solo los períodos activos"
21018,3.5,Actividades Voluntarias,"Caminar/correr jugando con niños, moderado, solo los períodos activos"
21019,5.8,Actividades Voluntarias,"Caminar/correr jugando con niños, intenso, solo los períodos activos"
21020,3.0,Actividades Voluntarias,"De pie, trabajo ligero/moderado (ej: empaque de cajas, armado/reparación, reparación de sillas/muebles)"
21025,3.5,Actividades Voluntarias,"De pie, moderado (cargando 22,5 kg, recopilando cosas a gran velocidad)"
21030,4.5,Actividades Voluntarias,"De pie, trabajo moderado/pesado"
21035,1.3,Actividades Voluntarias,"Tipeo, eléctrico, manual o en computadora"
21040,2.0,Actividades Voluntarias,"Caminata, menos de 3 km/h, muy lento"
21045,3.5,Actividades Voluntarias,"Caminata, 6 km/h, moderada velocidad, sin transporte de carga"
21050,4.3,Actividades Voluntarias,"Caminata, 5,6 km/h, veloz, sin transporte de carga"
21055,3.5,Actividades Voluntarias,"Caminata, 4 km/h, lentamente y transportando cargas menores a 11 kg"
21060,4.5,Actividades Voluntarias,"Caminata, 5 km/h, moderadamente y transportando cargas menores a 11 kg, empuje de objetos"
21065,4.8,Actividades Voluntarias,"Caminata, 5,6 km/h, rápida y transportando objetos menores de 11 Kg"
21070,3.0,Actividades Voluntarias,"Combinación de caminata y detención en funciones voluntarias"
